,Business Name,Category,City,State,County,Summary Level,State Code (FIPS),County Code (FIPS),County Subdivision Code (FIPS),Place Code (FIPS),Consolidtated City Code (FIPS),Area Name (including legal/statistical area description)
418,Hoag Memorial Hospital Presbyterian ,hospital, Newport Beach,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
419,Hoag Memorial Hospital Presbyterian ,hospital, Newport Beach,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
420,Hoag Memorial Hospital Presbyterian ,hospital, Newport Beach,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
421,Hoag Memorial Hospital Presbyterian ,hospital, Newport Beach,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
422,Hoag Memorial Hospital Presbyterian ,hospital, Newport Beach,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
423,Hoag Memorial Hospital Presbyterian ,hospital, Newport Beach,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
424,Huntington Beach Hospital and Medical Center ,hospital, Huntington Beach,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
425,Huntington Beach Hospital and Medical Center ,hospital, Huntington Beach,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
426,Huntington Beach Hospital and Medical Center ,hospital, Huntington Beach,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
427,Huntington Beach Hospital and Medical Center ,hospital, Huntington Beach,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
428,Huntington Beach Hospital and Medical Center ,hospital, Huntington Beach,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
429,Huntington Beach Hospital and Medical Center ,hospital, Huntington Beach,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
430,Huntington Beach Hospital and Medical Center ,hospital, Huntington Beach,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
431,Huntington Beach Hospital and Medical Center ,hospital, Huntington Beach,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
432,John Douglas French Center ,hospital, Los Alamitos,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
433,John Douglas French Center ,hospital, Los Alamitos,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
434,John Douglas French Center ,hospital, Los Alamitos,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
435,John Douglas French Center ,hospital, Los Alamitos,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
436,John Douglas French Center ,hospital, Los Alamitos,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
437,John Douglas French Center ,hospital, Los Alamitos,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
438,John Douglas French Center ,hospital, Los Alamitos,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
439,John Douglas French Center ,hospital, Los Alamitos,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
440,Kaiser Foundation Hospital ,hospital, Anaheim,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
441,Kaiser Foundation Hospital ,hospital, Anaheim,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
442,Kaiser Foundation Hospital ,hospital, Anaheim,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
443,Kaiser Foundation Hospital ,hospital, Anaheim,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
444,Kaiser Foundation Hospital ,hospital, Anaheim,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
445,Kaiser Foundation Hospital ,hospital, Anaheim,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
446,Kaiser Foundation Hospital ,hospital, Anaheim,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
447,Kaiser Foundation Hospital ,hospital, Anaheim,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
448,Kaiser Foundation Hospital ,hospital, Irvine,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
449,Kaiser Foundation Hospital ,hospital, Irvine,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
450,Kaiser Foundation Hospital ,hospital, Irvine,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
451,Kaiser Foundation Hospital ,hospital, Irvine,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
452,Kaiser Foundation Hospital ,hospital, Irvine,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
453,Kaiser Foundation Hospital ,hospital, Irvine,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
454,Kaiser Foundation Hospital ,hospital, Irvine,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
455,Kaiser Foundation Hospital ,hospital, Irvine,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
456,Kaiser Foundation Hospital ,hospital, Lakeview,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
457,Kaiser Foundation Hospital ,hospital, Lakeview,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
458,Kaiser Foundation Hospital ,hospital, Lakeview,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
459,Kaiser Foundation Hospital ,hospital, Lakeview,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
460,Kaiser Foundation Hospital ,hospital, Lakeview,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
461,Kaiser Foundation Hospital ,hospital, Lakeview,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
462,Kaiser Foundation Hospital ,hospital, Lakeview,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
463,Kaiser Foundation Hospital ,hospital, Lakeview,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
464,Kindred Hospital ,hospital, Brea,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
465,Kindred Hospital ,hospital, Brea,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
466,Kindred Hospital ,hospital, Brea,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
467,Kindred Hospital ,hospital, Brea,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
468,Kindred Hospital ,hospital, Brea,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
469,Kindred Hospital ,hospital, Brea,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
470,Kindred Hospital ,hospital, Brea,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
471,Kindred Hospital ,hospital, Brea,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
472,Kindred Hospital ,hospital, Santa Ana,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
473,Kindred Hospital ,hospital, Santa Ana,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
474,Kindred Hospital ,hospital, Santa Ana,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
475,Kindred Hospital ,hospital, Santa Ana,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
476,Kindred Hospital ,hospital, Santa Ana,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
477,Kindred Hospital ,hospital, Santa Ana,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
478,Kindred Hospital ,hospital, Santa Ana,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
479,Kindred Hospital ,hospital, Santa Ana,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
480,Kindred Hospital ,hospital, Westminster,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
481,Kindred Hospital ,hospital, Westminster,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
482,Kindred Hospital ,hospital, Westminster,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
483,Kindred Hospital ,hospital, Westminster,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
484,Kindred Hospital ,hospital, Westminster,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
485,Kindred Hospital ,hospital, Westminster,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
486,Kindred Hospital ,hospital, Westminster,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
487,Kindred Hospital ,hospital, Westminster,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
488,La Palma Intercommunity Hospital ,hospital, La Palma,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
489,La Palma Intercommunity Hospital ,hospital, La Palma,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
490,La Palma Intercommunity Hospital ,hospital, La Palma,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
491,La Palma Intercommunity Hospital ,hospital, La Palma,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
492,La Palma Intercommunity Hospital ,hospital, La Palma,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
493,La Palma Intercommunity Hospital ,hospital, La Palma,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
494,La Palma Intercommunity Hospital ,hospital, La Palma,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
495,La Palma Intercommunity Hospital ,hospital, La Palma,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
496,Los Alamitos Medical Center ,hospital, Los Alamitos,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
497,Los Alamitos Medical Center ,hospital, Los Alamitos,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
498,Los Alamitos Medical Center ,hospital, Los Alamitos,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
499,Los Alamitos Medical Center ,hospital, Los Alamitos,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
500,Los Alamitos Medical Center ,hospital, Los Alamitos,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
501,Los Alamitos Medical Center ,hospital, Los Alamitos,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
502,Los Alamitos Medical Center ,hospital, Los Alamitos,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
503,Los Alamitos Medical Center ,hospital, Los Alamitos,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
504,Martin Luther Hospital Medical Center,hospital,,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
505,Martin Luther Hospital Medical Center,hospital,,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
506,Martin Luther Hospital Medical Center,hospital,,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
507,Martin Luther Hospital Medical Center,hospital,,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
508,Martin Luther Hospital Medical Center,hospital,,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
509,Martin Luther Hospital Medical Center,hospital,,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
510,Martin Luther Hospital Medical Center,hospital,,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
511,Martin Luther Hospital Medical Center,hospital,,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
512,Mission Hospital Regional Medical Center ,hospital, Mission Viejo,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
513,Mission Hospital Regional Medical Center ,hospital, Mission Viejo,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
514,Mission Hospital Regional Medical Center ,hospital, Mission Viejo,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
515,Mission Hospital Regional Medical Center ,hospital, Mission Viejo,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
516,Mission Hospital Regional Medical Center ,hospital, Mission Viejo,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
517,Mission Hospital Regional Medical Center ,hospital, Mission Viejo,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
518,Mission Hospital Regional Medical Center ,hospital, Mission Viejo,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
519,Mission Hospital Regional Medical Center ,hospital, Mission Viejo,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
520,Orange Coast Memorial Medical Center ,hospital, Fountain Valley,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
521,Orange Coast Memorial Medical Center ,hospital, Fountain Valley,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
522,Orange Coast Memorial Medical Center ,hospital, Fountain Valley,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
523,Orange Coast Memorial Medical Center ,hospital, Fountain Valley,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
524,Orange Coast Memorial Medical Center ,hospital, Fountain Valley,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
525,Orange Coast Memorial Medical Center ,hospital, Fountain Valley,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
526,Orange Coast Memorial Medical Center ,hospital, Fountain Valley,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
527,Orange Coast Memorial Medical Center ,hospital, Fountain Valley,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
528,Orange County Community Hospital ,hospital, Buena Park,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
529,Orange County Community Hospital ,hospital, Buena Park,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
530,Orange County Community Hospital ,hospital, Buena Park,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
531,Orange County Community Hospital ,hospital, Buena Park,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
532,Orange County Community Hospital ,hospital, Buena Park,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
533,Orange County Community Hospital ,hospital, Buena Park,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
534,Orange County Community Hospital ,hospital, Buena Park,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
535,Orange County Community Hospital ,hospital, Buena Park,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
536,Pacifica Hospital,hospital,,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
537,Pacifica Hospital,hospital,,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
538,Pacifica Hospital,hospital,,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
539,Pacifica Hospital,hospital,,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
540,Pacifica Hospital,hospital,,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
541,Pacifica Hospital,hospital,,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
542,Pacifica Hospital,hospital,,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
543,Pacifica Hospital,hospital,,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
544,Placentia-Linda Community Hospital ,hospital, Placentia,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
545,Placentia-Linda Community Hospital ,hospital, Placentia,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
546,Placentia-Linda Community Hospital ,hospital, Placentia,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
547,Placentia-Linda Community Hospital ,hospital, Placentia,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
548,Placentia-Linda Community Hospital ,hospital, Placentia,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
549,Placentia-Linda Community Hospital ,hospital, Placentia,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
550,Placentia-Linda Community Hospital ,hospital, Placentia,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
551,Placentia-Linda Community Hospital ,hospital, Placentia,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
552,Saddleback Memorial Medical Center ,hospital, Laguna Hills,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
553,Saddleback Memorial Medical Center ,hospital, Laguna Hills,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
554,Saddleback Memorial Medical Center ,hospital, Laguna Hills,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
555,Saddleback Memorial Medical Center ,hospital, Laguna Hills,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
556,Saddleback Memorial Medical Center ,hospital, Laguna Hills,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
557,Saddleback Memorial Medical Center ,hospital, Laguna Hills,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
558,Saddleback Memorial Medical Center ,hospital, Laguna Hills,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
559,Saddleback Memorial Medical Center ,hospital, Laguna Hills,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
560,St. Joseph Hospital ,hospital, Orange,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
561,St. Joseph Hospital ,hospital, Orange,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
562,St. Joseph Hospital ,hospital, Orange,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
563,St. Joseph Hospital ,hospital, Orange,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
564,St. Joseph Hospital ,hospital, Orange,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
565,St. Joseph Hospital ,hospital, Orange,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
566,St. Joseph Hospital ,hospital, Orange,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
567,St. Joseph Hospital ,hospital, Orange,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
568,St. Jude Medical Center ,hospital, Fullerton,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
569,St. Jude Medical Center ,hospital, Fullerton,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
570,St. Jude Medical Center ,hospital, Fullerton,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
571,St. Jude Medical Center ,hospital, Fullerton,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
572,St. Jude Medical Center ,hospital, Fullerton,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
573,St. Jude Medical Center ,hospital, Fullerton,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
574,St. Jude Medical Center ,hospital, Fullerton,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
575,St. Jude Medical Center ,hospital, Fullerton,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
576,San Clemente Hospital and Medical Center ,hospital, San Clemente,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
577,San Clemente Hospital and Medical Center ,hospital, San Clemente,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
578,San Clemente Hospital and Medical Center ,hospital, San Clemente,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
579,San Clemente Hospital and Medical Center ,hospital, San Clemente,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
580,San Clemente Hospital and Medical Center ,hospital, San Clemente,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
581,San Clemente Hospital and Medical Center ,hospital, San Clemente,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
582,San Clemente Hospital and Medical Center ,hospital, San Clemente,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
583,San Clemente Hospital and Medical Center ,hospital, San Clemente,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
584,Santa Ana Hospital Medical Center ,hospital, Santa Ana,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
585,Santa Ana Hospital Medical Center ,hospital, Santa Ana,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
586,Santa Ana Hospital Medical Center ,hospital, Santa Ana,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
587,Santa Ana Hospital Medical Center ,hospital, Santa Ana,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
588,Santa Ana Hospital Medical Center ,hospital, Santa Ana,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
589,Santa Ana Hospital Medical Center ,hospital, Santa Ana,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
590,Santa Ana Hospital Medical Center ,hospital, Santa Ana,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
591,Santa Ana Hospital Medical Center ,hospital, Santa Ana,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
592,South Coast Medical Center ,hospital, Laguna Beach,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
593,South Coast Medical Center ,hospital, Laguna Beach,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
594,South Coast Medical Center ,hospital, Laguna Beach,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
595,South Coast Medical Center ,hospital, Laguna Beach,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
596,South Coast Medical Center ,hospital, Laguna Beach,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
597,South Coast Medical Center ,hospital, Laguna Beach,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
598,South Coast Medical Center ,hospital, Laguna Beach,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
599,South Coast Medical Center ,hospital, Laguna Beach,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
600,Specialty Hospital of Southern California ,hospital, Santa Ana,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
601,Specialty Hospital of Southern California ,hospital, Santa Ana,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
602,Specialty Hospital of Southern California ,hospital, Santa Ana,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
603,Specialty Hospital of Southern California ,hospital, Santa Ana,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
604,Specialty Hospital of Southern California ,hospital, Santa Ana,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
605,Specialty Hospital of Southern California ,hospital, Santa Ana,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
606,Specialty Hospital of Southern California ,hospital, Santa Ana,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
607,Specialty Hospital of Southern California ,hospital, Santa Ana,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
608,Tustin Hospital Medical Center,hospital,,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
609,Tustin Hospital Medical Center,hospital,,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
610,Tustin Hospital Medical Center,hospital,,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
611,Tustin Hospital Medical Center,hospital,,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
612,Tustin Hospital Medical Center,hospital,,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
613,Tustin Hospital Medical Center,hospital,,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
614,Tustin Hospital Medical Center,hospital,,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
615,Tustin Hospital Medical Center,hospital,,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
616,Tustin Rehabilitation Hospital,hospital,,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
617,Tustin Rehabilitation Hospital,hospital,,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
618,Tustin Rehabilitation Hospital,hospital,,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
619,Tustin Rehabilitation Hospital,hospital,,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
620,Tustin Rehabilitation Hospital,hospital,,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
621,Tustin Rehabilitation Hospital,hospital,,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
622,Tustin Rehabilitation Hospital,hospital,,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
623,Tustin Rehabilitation Hospital,hospital,,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
624,"University of California, Irvine Medical Center – Orange",hospital,,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
625,"University of California, Irvine Medical Center – Orange",hospital,,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
626,"University of California, Irvine Medical Center – Orange",hospital,,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
627,"University of California, Irvine Medical Center – Orange",hospital,,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
628,"University of California, Irvine Medical Center – Orange",hospital,,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
629,"University of California, Irvine Medical Center – Orange",hospital,,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
630,"University of California, Irvine Medical Center – Orange",hospital,,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
631,"University of California, Irvine Medical Center – Orange",hospital,,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
632,Vencor Hospital ,hospital, Brea,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
633,Vencor Hospital ,hospital, Brea,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
634,Vencor Hospital ,hospital, Brea,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
635,Vencor Hospital ,hospital, Brea,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
636,Vencor Hospital ,hospital, Brea,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
637,Vencor Hospital ,hospital, Brea,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
638,Vencor Hospital ,hospital, Brea,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
